Land,RB,RS.Kreis,VB,Gem,name,flaeche,insgesamt,maennlich,weiblich,Laengengrad,Breitengrad,bevoelkerungsdichte,
08,4,15,0061,,"Reutlingen, Stadt",,,,,,,,
08,4,15,0061,061,"Reutlingen, Stadt","  87,06", 111 357, 54 298, 57 059,"9,212006","48,49208",01,dicht besiedelt
08,4,15,0073,,"Trochtelfingen, Stadt",,,,,,,,
08,4,15,0073,073,"Trochtelfingen, Stadt","  79,22", 6 333, 3 158, 3 175,"9,246991","48,308771",03,gering besiedelt
08,4,15,0080,,Wannweil,,,,,,,,
08,4,15,0080,080,Wannweil,"  5,34", 5 127, 2 500, 2 627,"9,151047","48,517041",02,mittlere Besiedlungsdichte
08,4,15,0091,,Sonnenbuehl,,,,,,,,
08,4,15,0091,091,Sonnenbuehl,"  61,26", 6 978, 3 522, 3 456,"9,177871","48,380719",03,gering besiedelt
08,4,15,0092,,Lichtenstein,,,,,,,,
08,4,15,0092,092,Lichtenstein,"  34,24", 9 194, 4 558, 4 636,"9,26676","48,419894",02,mittlere Besiedlungsdichte
08,4,15,0093,,St. Johann,,,,,,,,
08,4,15,0093,093,St. Johann,"  58,97", 5 024, 2 508, 2 516,"9,324893","48,487351",03,gering besiedelt
08,4,15,5001,,VVG der Gemeinde Engstingen,,,,,,,,
08,4,15,5001,089,Engstingen,"  31,51", 5 165, 2 536, 2 629,"9,29905","48,379631",03,gering besiedelt
08,4,15,5001,090,Hohenstein,"  61,71", 3 660, 1 821, 1 839,"9,34701","48,346333",03,gering besiedelt
08,4,15,5002,,VVG der Stadt Metzingen,,,,,,,,
08,4,15,5002,029,Grafenberg,"  3,51", 2 525, 1 273, 1 252,"9,305286","48,566126",02,mittlere Besiedlungsdichte
08,4,15,5002,050,"Metzingen, Stadt","  34,58", 21 172, 10 252, 10 920,"9,284702","48,539158",02,mittlere Besiedlungsdichte
08,4,15,5002,062,Riederich,"  4,64", 4 261, 2 116, 2 145,"9,268552","48,560229",02,mittlere Besiedlungsdichte
08,4,15,5003,,VVG der Stadt Muensingen,,,,,,,,
08,4,15,5003,027,Gomadingen,"  45,85", 2 220, 1 156, 1 064,"9,386957","48,401333",03,gering besiedelt
08,4,15,5003,048,Mehrstetten,"  17,10", 1 336,  680,  656,"9,566381","48,376632",03,gering besiedelt
08,4,15,5003,053,"Muensingen, Stadt","  116,99", 13 958, 6 805, 7 153,"9,494863","48,411369",03,gering besiedelt
08,4,15,5004,,VVG der Gemeinde Pliezhausen,,,,,,,,
08,4,15,5004,060,Pliezhausen,"  17,31", 9 310, 4 577, 4 733,"9,206025","48,558734",02,mittlere Besiedlungsdichte
08,4,15,5004,087,Walddorfhaeslach,"  14,44", 4 906, 2 443, 2 463,"9,188508","48,592469",02,mittlere Besiedlungsdichte
08,4,15,5005,,VVG der Stadt Bad Urach,,,,,,,,
08,4,15,5005,028,Grabenstetten,"  14,53", 1 610,  810,  800,"9,461456","48,523681",03,gering besiedelt
08,4,15,5005,039,Huelben,"  6,40", 2 841, 1 380, 1 461,"9,408307","48,520004",02,mittlere Besiedlungsdichte
08,4,15,5005,078,"Bad Urach, Stadt","  55,45", 11 862, 5 816, 6 046,"9,400021","48,493051",02,mittlere Besiedlungsdichte
08,4,15,5005,088,Roemerstein,"  46,04", 3 985, 1 971, 2 014,"9,540634","48,495574",03,gering besiedelt
08,4,15,5006,,GVV Zwiefalten-Hayingen,,,,,,,,
08,4,15,5006,034,"Hayingen, Stadt","  63,37", 2 141, 1 088, 1 053,"9,475391","48,274365",03,gering besiedelt
08,4,15,5006,058,Pfronstetten,"  54,06", 1 461,  770,  691,"9,362101","48,275033",03,gering besiedelt
08,4,15,5006,085,Zwiefalten,"  45,43", 2 148, 1 130, 1 018,"9,462051","48,233888",03,gering besiedelt
08,4,15,9971,,"Gutsbezirk Muensingen, gemeindefreies Gebiet",,,,,,,,
08,4,15,9971,971,"Gutsbezirk Muensingen, gemeindefreies Gebiet","  64,63",  0,  0,  0,"9,559473","48,445758",03,gering besiedelt
08,4,16,,,Tuebingen,,,,,,,,
08,4,16,0009,,Dettenhausen,,,,,,,,
08,4,16,0009,009,Dettenhausen,"  11,02", 5 441, 2 682, 2 759,"9,100748","48,607603",02,mittlere Besiedlungsdichte
08,4,16,0022,,Kirchentellinsfurt,,,,,,,,
08,4,16,0022,022,Kirchentellinsfurt,"  11,00", 5 529, 2 717, 2 812,"9,149618","48,53123",02,mittlere Besiedlungsdichte
08,4,16,0023,,Kusterdingen,,,,,,,,
08,4,16,0023,023,Kusterdingen,"  24,24", 8 247, 4 048, 4 199,"9,120318","48,521842",03,gering besiedelt
08,4,16,0041,,"Tuebingen, Universitaetsstadt",,,,,,,,
08,4,16,0041,041,"Tuebingen, Universitaetsstadt","  108,12", 85 383, 40 409, 44 974,"9,057829","48,522143",01,dicht besiedelt
08,4,16,0048,,Ammerbuch,,,,,,,,
08,4,16,0048,048,Ammerbuch,"  48,06", 11 180, 5 594, 5 586,"8,951254","48,549813",02,mittlere Besiedlungsdichte
08,4,16,5001,,GVV Steinlach-Wiesaz,,,,,,,,
08,4,16,5001,011,Dußlingen,"  13,06", 5 694, 2 796, 2 898,"9,054599","48,45243",02,mittlere Besiedlungsdichte
08,4,16,5001,015,Gomaringen,"  17,31", 8 691, 4 291, 4 400,"9,097021","48,456708",02,mittlere Besiedlungsdichte
08,4,16,5001,026,Nehren,"  8,59", 4 196, 2 058, 2 138,"9,069494","48,431274",02,mittlere Besiedlungsdichte
08,4,16,5002,,VVG der Stadt Moessingen,,,,,,,,
08,4,16,5002,006,Bodelshausen,"  13,82", 5 558, 2 787, 2 771,"8,9735","48,392533",02,mittlere Besiedlungsdichte
08,4,16,5002,025,"Moessingen, Stadt","  50,05", 19 554, 9 455, 10 099,"9,057746","48,405779",02,mittlere Besiedlungsdichte
08,4,16,5002,031,Ofterdingen,"  15,15", 4 578, 2 284, 2 294,"9,030929","48,42084",02,mittlere Besiedlungsdichte
08,4,16,5003,,VVG der Stadt Rottenburg am Neckar,,,,,,,,
08,4,16,5003,018,Hirrlingen,"  12,82", 3 028, 1 515, 1 513,"8,887724","48,412349",02,mittlere Besiedlungsdichte
08,4,16,5003,036,"Rottenburg am Neckar, Stadt","  142,27", 41 718, 20 745, 20 973,"8,936507","48,479475",03,gering besiedelt
08,4,16,5003,049,Neustetten,"  15,87", 3 439, 1 699, 1 740,"8,870453","48,479493",03,gering besiedelt
08,4,16,5003,050,Starzach,"  27,82", 4 299, 2 127, 2 172,"8,808104","48,426339",03,gering besiedelt
08,4,17,,,Zollernalbkreis,,,,,,,,
08,4,17,0013,,"Burladingen, Stadt",,,,,,,,
08,4,17,0013,013,"Burladingen, Stadt","  123,33", 12 148, 5 949, 6 199,"9,1153","48,28913",03,gering besiedelt
08,4,17,0025,,"Haigerloch, Stadt",,,,,,,,
08,4,17,0025,025,"Haigerloch, Stadt","  76,45", 10 531, 5 225, 5 306,"8,804191","48,366535",03,gering besiedelt
08,4,17,0054,,"Rosenfeld, Stadt",,,,,,,,
08,4,17,0054,054,"Rosenfeld, Stadt","  51,11", 6 321, 3 167, 3 154,"8,722932","48,286035",03,gering besiedelt
08,4,17,5001,,VVG der Stadt Albstadt,,,,,,,,
08,4,17,5001,010,Bitz,"  8,82", 3 617, 1 754, 1 863,"9,092414","48,244285",03,gering besiedelt
08,4,17,5001,079,"Albstadt, Stadt","  134,41", 44 056, 21 596, 22 460,"9,032051","48,230764",02,mittlere Besiedlungsdichte
08,4,17,5002,,VVG der Stadt Balingen,,,,,,,,
08,4,17,5002,002,"Balingen, Stadt","  90,34", 33 270, 16 120, 17 150,"8,851349","48,275846",02,mittlere Besiedlungsdichte
08,4,17,5002,022,"Geislingen, Stadt","  31,95", 5 961, 2 996, 2 965,"8,811353","48,287956",02,mittlere Besiedlungsdichte
08,4,17,5003,,VVG der Gemeinde Bisingen,,,,,,,,
08,4,17,5003,008,Bisingen,"  32,84", 9 156, 4 473, 4 683,"8,917087","48,310155",02,mittlere Besiedlungsdichte
08,4,17,5003,023,Grosselfingen,"  16,15", 2 131, 1 060, 1 071,"8,883505","48,335162",03,gering besiedelt
08,4,17,5004,,VVG der Stadt Hechingen,,,,,,,,
08,4,17,5004,031,"Hechingen, Stadt","  66,44", 18 741, 9 202, 9 539,"8,962947","48,351487",02,mittlere Besiedlungsdichte
08,4,17,5004,036,Jungingen,"  9,33", 1 385,  676,  709,"9,040988","48,328627",03,gering besiedelt
08,4,17,5004,051,Rangendingen,"  21,67", 5 068, 2 479, 2 589,"8,885613","48,382128",03,gering besiedelt
08,4,17,5005,,VVG der Stadt Meßstetten,,,,,,,,
08,4,17,5005,044,"Meßstetten, Stadt","  76,82", 9 996, 4 980, 5 016,"8,963167","48,180979",03,gering besiedelt
08,4,17,5005,045,Nusplingen,"  20,75", 1 791,  883,  908,"8,890352","48,132002",03,gering besiedelt
08,4,17,5005,047,Obernheim,"  15,02", 1 434,  712,  722,"8,861492","48,162516",03,gering besiedelt
08,4,17,5006,,GVV Oberes Schlichemtal,,,,,,,,
08,4,17,5006,014,Dautmergen,"  4,54",  396,  192,  204,"8,741018","48,242737",03,gering besiedelt
08,4,17,5006,015,Dormettingen,"  6,55", 1 035,  522,  513,"8,771419","48,238093",03,gering besiedelt
08,4,17,5006,016,Dotternhausen,"  10,00", 1 795,  896,  899,"8,792911","48,228186",03,gering besiedelt
08,4,17,5006,029,Hausen am Tann,"  8,49",  480,  234,  246,"8,836598","48,198362",03,gering besiedelt
08,4,17,5006,052,Ratshausen,"  5,77",  758,  367,  391,"8,792083","48,195108",03,gering besiedelt
08,4,17,5006,057,"Schoemberg, Stadt","  23,27", 4 603, 2 335, 2 268,"8,758829","48,211609",03,gering besiedelt
08,4,17,5006,071,Weilen unter den Rinnen,"  3,08",  604,  298,  306,"8,76575","48,189327",03,gering besiedelt
08,4,17,5006,078,Zimmern unter der Burg,"  5,05",  472,  246,  226,"8,718808","48,220374",03,gering besiedelt
08,4,17,5007,,VVG der Gemeinde Winterlingen,,,,,,,,
08,4,17,5007,063,Straßberg,"  24,90", 2 446, 1 233, 1 213,"9,092476","48,176381",03,gering besiedelt
08,4,17,5007,075,Winterlingen,"  50,64", 6 420, 3 123, 3 297,"9,117643","48,178723",03,gering besiedelt
08,4,2,,,Region Donau-Iller,,,,,,,,
08,4,21,,,Ulm,,,,,,,,
08,4,21,0000,,"Ulm, Universitaetsstadt",,,,,,,,
08,4,21,0000,000,"Ulm, Universitaetsstadt","  118,69", 119 218, 58 269, 60 949,"9,990402","48,398454",01,dicht besiedelt
08,4,25,,,Alb-Donau-Kreis,,,,,,,,
08,4,25,0039,,"Erbach, Stadt",,,,,,,,
08,4,25,0039,039,"Erbach, Stadt","  63,29", 13 118, 6 566, 6 552,"9,892784","48,326196",02,mittlere Besiedlungsdichte
08,4,25,0108,,"Schelklingen, Stadt",,,,,,,,
08,4,25,0108,108,"Schelklingen, Stadt","  75,80", 6 777, 3 386, 3 391,"9,734923","48,372526",03,gering besiedelt
08,4,25,0141,,Blaustein,,,,,,,,
08,4,25,0141,141,Blaustein,"  55,60", 15 207, 7 540, 7 667,"9,88153","48,425307",02,mittlere Besiedlungsdichte
08,4,25,5001,,VVG der Gemeinde Allmendingen,,,,,,,,
08,4,25,5001,002,Allmendingen,"  45,91", 4 336, 2 140, 2 196,"9,72429","48,330714",03,gering besiedelt
08,4,25,5001,004,Altheim,"  7,79",  597,  311,  286,"9,770679","48,327677",03,gering besiedelt
08,4,25,5002,,VVG der Stadt Blaubeuren,,,,,,,,
08,4,25,5002,017,Berghuelen,"  26,13", 1 917,  970,  947,"9,761209","48,464015",03,gering besiedelt
08,4,25,5002,020,"Blaubeuren, Stadt","  79,15", 11 765, 5 826, 5 939,"9,783757","48,412587",02,mittlere Besiedlungsdichte
08,4,25,5003,,GVV Dietenheim,,,,,,,,
08,4,25,5003,028,"Dietenheim, Stadt","  18,76", 6 561, 3 228, 3 333,"10,069592","48,212211",02,mittlere Besiedlungsdichte
08,4,25,5003,066,Illerrieden,"  18,17", 3 296, 1 656, 1 640,"10,054151","48,271494",02,mittlere Besiedlungsdichte
08,4,25,5003,140,Balzheim,"  17,58", 1 990, 1 006,  984,"10,074388","48,169411",03,gering besiedelt
08,4,25,5004,,VVG der Gemeinde Dornstadt,,,,,,,,
08,4,25,5004,014,Beimerstetten,"  14,34", 2 536, 1 245, 1 291,"9,98581","48,481886",03,gering besiedelt
08,4,25,5004,031,Dornstadt,"  59,24", 8 467, 4 251, 4 216,"9,943366","48,466665",03,gering besiedelt
08,4,25,5004,135,Westerstetten,"  13,09", 2 176, 1 077, 1 099,"9,950835","48,521516",03,gering besiedelt
08,4,25,5005,,VVG der Stadt Ehingen (Donau),,,,,,,,
08,4,25,5005,033,"Ehingen (Donau), Stadt","  178,37", 24 786, 12 402, 12 384,"9,725211","48,283666",02,mittlere Besiedlungsdichte
08,4,25,5005,050,Griesingen,"  8,16", 1 028,  523,  505,"9,784023","48,266977",03,gering besiedelt
08,4,25,5005,088,Oberdischingen,"  8,84", 2 082, 1 024, 1 058,"9,830802","48,30176",03,gering besiedelt
08,4,25,5005,093,oepfingen,"  8,88", 2 276, 1 135, 1 141,"9,802832","48,286194",03,gering besiedelt
08,4,25,5006,,GVV Kirchberg-Weihungstal,,,,,,,,
08,4,25,5006,064,Huettisheim,"  10,36", 1 346,  648,  698,"9,94165","48,280646",03,gering besiedelt
08,4,25,5006,110,Schnuerpflingen,"  10,71", 1 334,  666,  668,"9,994004","48,273078",03,gering besiedelt
08,4,25,5006,137,Illerkirchberg,"  11,45", 4 697, 2 341, 2 356,"10,012131","48,319165",02,mittlere Besiedlungsdichte
08,4,25,5006,138,Staig,"  17,74", 3 086, 1 573, 1 513,"9,991027","48,299083",03,gering besiedelt
08,4,25,5007,,GVV Laichinger Alb,,,,,,,,
08,4,25,5007,071,"Laichingen, Stadt","  69,84", 10 938, 5 493, 5 445,"9,685733","48,489445",03,gering besiedelt
08,4,25,5007,079,Merklingen,"  21,31", 1 933,  959,  974,"9,755088","48,511695",03,gering besiedelt
08,4,25,5007,084,Nellingen,"  35,78", 1 870,  951,  919,"9,791311","48,541984",03,gering besiedelt
08,4,25,5007,134,Westerheim,"  22,93", 2 888, 1 447, 1 441,"9,624072","48,515159",03,gering besiedelt
08,4,25,5007,139,Heroldstatt,"  22,58", 2 738, 1 362, 1 376,"9,656138","48,44768",03,gering besiedelt
08,4,25,5008,,GVV Langenau,,,,,,,,
08,4,25,5008,005,Altheim (Alb),"  25,78", 1 733,  880,  853,"10,025037","48,581738",03,gering besiedelt
08,4,25,5008,011,Asselfingen,"  12,85", 1 003,  519,  484,"10,1914","48,529714",03,gering besiedelt
08,4,25,5008,013,Ballendorf,"  14,21",  665,  313,  352,"10,07723","48,554937",03,gering besiedelt
08,4,25,5008,019,Bernstadt,"  13,95", 2 122, 1 085, 1 037,"10,023964","48,500014",03,gering besiedelt
08,4,25,5008,022,Boerslingen,"  6,29",  168,  84,  84,"10,063069","48,538957",03,gering besiedelt
08,4,25,5008,024,Breitingen,"  2,89",  284,  140,  144,"9,991461","48,517286",03,gering besiedelt
08,4,25,5008,062,Holzkirch,"  8,14",  258,  125,  133,"9,99421","48,531479",03,gering besiedelt
08,4,25,5008,072,"Langenau, Stadt","  75,00", 14 329, 7 186, 7 143,"10,121087","48,499499",02,mittlere Besiedlungsdichte
08,4,25,5008,083,Neenstetten,"  8,30",  812,  413,  399,"10,021461","48,545619",03,gering besiedelt
08,4,25,5008,085,Nerenstetten,"  6,09",  323,  157,  166,"10,099582","48,529959",03,gering besiedelt
08,4,25,5008,092,oellingen,"  8,09",  543,  274,  269,"10,148065","48,527741",03,gering besiedelt
08,4,25,5008,097,Rammingen,"  14,03", 1 277,  660,  617,"10,170794","48,519683",03,gering besiedelt
08,4,25,5008,112,Setzingen,"  8,42",  656,  329,  327,"10,126705","48,538048",03,gering besiedelt
08,4,25,5008,130,Weidenstetten,"  17,21", 1 322,  670,  652,"9,997084","48,552147",03,gering besiedelt
08,4,25,5009,,GVV Lonsee-Amstetten,,,,,,,,
08,4,25,5009,008,Amstetten,"  49,80", 3 912, 1 938, 1 974,"9,875601","48,577625",03,gering besiedelt
08,4,25,5009,075,Lonsee,"  43,32", 4 738, 2 406, 2 332,"9,917632","48,543054",03,gering besiedelt
08,4,25,5010,,GVV Verwaltungsgemeinschaft Munderkingen,,,,,,,,
08,4,25,5010,035,Emeringen,"  7,53",  131,  66,  65,"9,517274","48,234296",03,gering besiedelt
08,4,25,5010,036,Emerkingen,"  7,40",  817,  421,  396,"9,656266","48,214609",03,gering besiedelt
08,4,25,5010,052,Grundsheim,"  3,70",  215,  98,  117,"9,667765","48,177459",03,gering besiedelt
08,4,25,5010,055,Hausen am Bussen,"  3,52",  251,  125,  126,"9,624615","48,211503",03,gering besiedelt
08,4,25,5010,073,Lauterach,"  13,78",  581,  308,  273,"9,579256","48,256069",03,gering besiedelt
08,4,25,5010,081,"Munderkingen, Stadt","  13,08", 5 008, 2 451, 2 557,"9,647663","48,236714",03,gering besiedelt
08,4,25,5010,090,Obermarchtal,"  26,59", 1 276,  634,  642,"9,568532","48,233294",03,gering besiedelt
08,4,25,5010,091,Oberstadion,"  15,80", 1 529,  806,  723,"9,691361","48,186931",03,gering besiedelt
08,4,25,5010,098,Rechtenstein,"  3,77",  284,  145,  139,"9,545211","48,24196",03,gering besiedelt
08,4,25,5010,104,Rottenacker,"  10,29", 2 075, 1 090,  985,"9,687742","48,235057",03,gering besiedelt
08,4,25,5010,123,Untermarchtal,"  5,61",  886,  333,  553,"9,612757","48,24096",03,gering besiedelt
08,4,25,5010,124,Unterstadion,"  8,84",  752,  381,  371,"9,690197","48,204552",03,gering besiedelt
08,4,25,5010,125,Unterwachingen,"  2,60",  197,  101,  96,"9,643433","48,203784",03,gering besiedelt
08,4,26,,,Biberach,,,,,,,,
08,4,26,0134,,Schemmerhofen,,,,,,,,
08,4,26,0134,134,Schemmerhofen,"  50,18", 7 922, 3 970, 3 952,"9,797164","48,191874",03,gering besiedelt
08,4,26,5001,,GVV Bad Buchau,,,,,,,,
08,4,26,5001,005,Alleshausen,"  11,31",  478,  247,  231,"9,621543","48,102679",03,gering besiedelt
08,4,26,5001,006,Allmannsweiler,"  4,10",  292,  152,  140,"9,593584","48,028386",03,gering besiedelt
08,4,26,5001,013,"Bad Buchau, Stadt","  23,77", 3 970, 1 938, 2 032,"9,611773","48,063926",03,gering besiedelt
08,4,26,5001,020,Betzenweiler,"  9,70",  724,  371,  353,"9,574418","48,117754",03,gering besiedelt
08,4,26,5001,036,Duernau,"  7,26",  416,  216,  200,"9,554789","48,060403",03,gering besiedelt
08,4,26,5001,064,Kanzach,"  11,20",  486,  235,  251,"9,558796","48,076717",03,gering besiedelt
08,4,26,5001,078,Moosburg,"  1,86",  208,  105,  103,"9,596849","48,088634",03,gering besiedelt
08,4,26,5001,090,Oggelshausen,"  13,12",  899,  446,  453,"9,648628","48,070826",03,gering besiedelt
08,4,26,5001,109,Seekirch,"  5,77",  296,  152,  144,"9,641357","48,106288",03,gering besiedelt
08,4,26,5001,118,Tiefenbach,"  6,95",  518,  256,  262,"9,6525","48,089033",03,gering besiedelt
08,4,26,5002,,VVG der Stadt Bad Schussenried,,,,,,,,
08,4,26,5002,014,"Bad Schussenried, Stadt","  55,01", 8 363, 4 172, 4 191,"9,657495","48,004849",02,mittlere Besiedlungsdichte
08,4,26,5002,062,Ingoldingen,"  44,24", 2 741, 1 406, 1 335,"9,739688","48,025577",03,gering besiedelt
08,4,26,5003,,VVG der Stadt Biberach an der Riß,,,,,,,,
08,4,26,5003,011,Attenweiler,"  27,20", 1 776,  940,  836,"9,698617","48,136819",03,gering besiedelt
08,4,26,5003,021,"Biberach an der Riß, Stadt","  72,16", 31 419, 15 132, 16 287,"9,788434","48,098297",02,mittlere Besiedlungsdichte
08,4,26,5003,038,Eberhardzell,"  59,72", 4 256, 2 193, 2 063,"9,824229","48,001249",03,gering besiedelt
08,4,26,5003,058,Hochdorf,"  23,76", 2 150, 1 050, 1 100,"9,787135","48,02488",03,gering besiedelt
08,4,26,5003,071,Maselheim,"  47,02", 4 399, 2 224, 2 175,"9,883935","48,13449",03,gering besiedelt
08,4,26,5003,074,Mittelbiberach,"  23,68", 4 096, 2 019, 2 077,"9,747188","48,087332",02,mittlere Besiedlungsdichte
08,4,26,5003,120,Ummendorf,"  20,65", 4 379, 2 182, 2 197,"9,831026","48,062058",03,gering besiedelt
08,4,26,5003,128,Warthausen,"  25,75", 4 976, 2 452, 2 524,"9,797727","48,128975",02,mittlere Besiedlungsdichte
08,4,26,5004,,GVV Illertal,,,,,,,,
08,4,26,5004,019,Berkheim,"  25,02", 2 667, 1 340, 1 327,"10,08179","48,043327",03,gering besiedelt
08,4,26,5004,031,Dettingen an der Iller,"  11,14", 2 322, 1 164, 1 158,"10,109281","48,109544",03,gering besiedelt
08,4,26,5004,044,Erolzheim,"  26,31", 3 172, 1 583, 1 589,"10,072583","48,091068",03,gering besiedelt
08,4,26,5004,065,Kirchberg an der Iller,"  18,64", 1 991,  988, 1 003,"10,081464","48,132256",03,gering besiedelt
08,4,26,5004,066,Kirchdorf an der Iller,"  22,86", 3 477, 1 787, 1 690,"10,126512","48,076496",03,gering besiedelt
08,4,26,5005,,VVG der Stadt Laupheim,,,,,,,,
08,4,26,5005,001,Achstetten,"  23,38", 4 318, 2 184, 2 134,"9,898085","48,258983",03,gering besiedelt
08,4,26,5005,028,Burgrieden,"  21,87", 3 614, 1 826, 1 788,"9,934394","48,238246",03,gering besiedelt
08,4,26,5005,070,"Laupheim, Stadt","  61,78", 20 213, 10 008, 10 205,"9,883733","48,230018",02,mittlere Besiedlungsdichte
08,4,26,5005,073,Mietingen,"  26,34", 4 111, 2 106, 2 005,"9,903726","48,179243",03,gering besiedelt
08,4,26,5006,,VVG der Stadt Ochsenhausen,,,,,,,,
08,4,26,5006,043,Erlenmoos,"  24,26", 1 671,  843,  828,"9,974997","48,063192",03,gering besiedelt
08,4,26,5006,087,"Ochsenhausen, Stadt","  59,96", 8 590, 4 331, 4 259,"9,951888","48,069515",02,mittlere Besiedlungsdichte
08,4,26,5006,113,Steinhausen an der Rottum,"  29,88", 2 005, 1 016,  989,"9,956273","48,023423",03,gering besiedelt
08,4,26,5006,135,Gutenzell-Huerbel,"  37,86", 1 837,  922,  915,"9,977256","48,122047",03,gering besiedelt
08,4,26,5007,,VVG der Stadt Riedlingen,,,,,,,,
08,4,26,5007,008,Altheim,"  23,74", 2 129, 1 055, 1 074,"9,448855","48,145555",02,mittlere Besiedlungsdichte
08,4,26,5007,035,Duermentingen,"  24,09", 2 561, 1 283, 1 278,"9,533605","48,113546",03,gering besiedelt
08,4,26,5007,045,Ertingen,"  37,74", 5 352, 2 699, 2 653,"9,460739","48,096788",03,gering besiedelt
08,4,26,5007,067,Langenenslingen,"  88,37", 3 436, 1 742, 1 694,"9,377962","48,148612",03,gering besiedelt
08,4,26,5007,097,"Riedlingen, Stadt","  64,96", 10 006, 4 920, 5 086,"9,47504","48,153148",02,mittlere Besiedlungsdichte
08,4,26,5007,121,Unlingen,"  26,87", 2 406, 1 200, 1 206,"9,521318","48,166408",02,mittlere Besiedlungsdichte
08,4,26,5007,124,Uttenweiler,"  49,77", 3 476, 1 776, 1 700,"9,61133","48,148751",03,gering besiedelt
08,4,26,5008,,GVV Rot-Tannheim,,,,,,,,
08,4,26,5008,100,Rot an der Rot,"  63,44", 4 405, 2 276, 2 129,"10,027282","48,013091",03,gering besiedelt
08,4,26,5008,117,Tannheim,"  27,68", 2 374, 1 187, 1 187,"10,081648","48,000045",03,gering besiedelt
08,4,26,5009,,VVG der Gemeinde Schwendi,,,,,,,,
08,4,26,5009,108,Schwendi,"  49,23", 6 248, 3 166, 3 082,"9,975708","48,175367",03,gering besiedelt
08,4,26,5009,125,Wain,"  20,14", 1 551,  803,  748,"10,022001","48,188928",03,gering besiedelt
08,4,3,,,Region Bodensee-Oberschwaben,,,,,,,,
08,4,35,,,Bodenseekreis,,,,,,,,
08,4,35,0035,,Meckenbeuren,,,,,,,,
08,4,35,0035,035,Meckenbeuren,"  31,89", 13 007, 6 496, 6 511,"9,562678","47,700637",02,mittlere Besiedlungsdichte
08,4,35,5001,,GVV Eriskirch-Kressbronn am Bodensee-Langenargen,,,,,,,,
08,4,35,5001,013,Eriskirch,"  14,58", 4 652, 2 321, 2 331,"9,53162","47,629585",02,mittlere Besiedlungsdichte
08,4,35,5001,029,Kressbronn am Bodensee,"  20,43", 8 305, 4 116, 4 189,"9,59834","47,596747",02,mittlere Besiedlungsdichte
08,4,35,5001,030,Langenargen,"  15,27", 7 728, 3 766, 3 962,"9,54014","47,596737",02,mittlere Besiedlungsdichte
08,4,35,5002,,VVG der Stadt Friedrichshafen,,,,,,,,
08,4,35,5002,016,"Friedrichshafen, Stadt","  69,94", 57 961, 28 541, 29 420,"9,479614","47,652205",01,dicht besiedelt
08,4,35,5002,024,Immenstaad am Bodensee,"  9,26", 6 317, 3 126, 3 191,"9,37146","47,666622",02,mittlere Besiedlungsdichte
08,4,35,5003,,GVV Markdorf,,,,,,,,
08,4,35,5003,005,Bermatingen,"  15,45", 3 852, 1 917, 1 935,"9,348092","47,731114",03,gering besiedelt
08,4,35,5003,034,"Markdorf, Stadt","  40,91", 13 289, 6 544, 6 745,"9,389138","47,72035",02,mittlere Besiedlungsdichte
08,4,35,5003,045,Oberteuringen,"  20,07", 4 451, 2 261, 2 190,"9,471953","47,725477",03,gering besiedelt
08,4,35,5003,067,Deggenhausertal,"  62,18", 4 061, 2 061, 2 000,"9,395262","47,78863",03,gering besiedelt
08,4,35,5004,,GVV Meersburg,,,,,,,,
08,4,35,5004,010,Daisendorf,"  2,44", 1 567,  777,  790,"9,265766","47,711716",02,mittlere Besiedlungsdichte
08,4,35,5004,018,Hagnau am Bodensee,"  2,94", 1 397,  651,  746,"9,320022","47,67625",03,gering besiedelt
08,4,35,5004,036,"Meersburg, Stadt","  12,08", 5 627, 2 660, 2 967,"9,273408","47,695076",02,mittlere Besiedlungsdichte
08,4,35,5004,054,Stetten,"  4,30", 1 029,  481,  548,"9,300569","47,692691",03,gering besiedelt
08,4,35,5004,066,Uhldingen-Muehlhofen,"  15,66", 7 936, 3 901, 4 035,"9,244895","47,743968",02,mittlere Besiedlungsdichte
08,4,35,5005,,GVV Salem,,,,,,,,
08,4,35,5005,015,Frickingen,"  26,46", 2 886, 1 452, 1 434,"9,273305","47,815047",03,gering besiedelt
08,4,35,5005,020,Heiligenberg,"  40,77", 2 959, 1 460, 1 499,"9,312802","47,821299",03,gering besiedelt
08,4,35,5005,052,Salem,"  62,70", 11 043, 5 400, 5 643,"9,278902","47,767742",02,mittlere Besiedlungsdichte
08,4,35,5006,,VVG der Stadt Tettnang,,,,,,,,
08,4,35,5006,042,Neukirch,"  26,58", 2 635, 1 353, 1 282,"9,701999","47,657496",03,gering besiedelt
08,4,35,5006,057,"Tettnang, Stadt","  71,22", 18 348, 9 115, 9 233,"9,589453","47,671477",02,mittlere Besiedlungsdichte
08,4,35,5007,,VVG der Stadt ueberlingen,,,,,,,,
08,4,35,5007,047,Owingen,"  36,73", 4 241, 2 120, 2 121,"9,175641","47,810832",03,gering besiedelt
08,4,35,5007,053,Sipplingen,"  4,28", 2 113, 1 037, 1 076,"9,098441","47,79642",03,gering besiedelt
08,4,35,5007,059,"ueberlingen, Stadt","  58,67", 22 046, 10 113, 11 933,"9,159266","47,768547",02,mittlere Besiedlungsdichte
08,4,36,,,Ravensburg,,,,,,,,
08,4,36,0008,,"Aulendorf, Stadt",,,,,,,,
